,user,movie,rating,predicted_rating,CBF
88,2,588,3.0,3.453106463611476,3649
89,2,589,5.0,4.073460973996201,1965
90,2,590,5.0,4.087391370803079,-1
91,2,592,5.0,3.587840104203146,2683
92,2,593,3.0,3.778346203554061,-1
93,2,616,3.0,3.3231054685617067,741
94,2,661,4.0,3.6383728068839294,1677
95,2,720,4.0,4.125803462630313,-1
96,3,60,3.0,2.824183714016056,-1
97,3,110,4.0,3.6461964027027465,-1
98,3,247,3.5,3.4587049157443848,-1
99,3,267,3.0,2.894594084026899,-1
100,3,296,4.5,3.788288473382781,-1
101,3,318,5.0,4.555473304518445,1863
102,3,355,2.5,2.3111855444751375,-1
103,3,356,5.0,4.223397996299964,-1
104,3,377,2.5,3.2347271631577788,-1
105,3,527,3.0,3.8876070494726886,-1
106,3,588,3.0,3.4498580987533787,2215
107,3,592,3.0,3.144271475166563,-1
108,3,593,3.0,3.825230171409097,-1
109,3,595,2.0,3.2720322977958696,-1
110,3,736,3.5,3.2531785529747355,-1
111,3,778,4.0,3.8640900341592417,-1
112,3,866,3.0,3.769697044408476,-1
113,3,1197,5.0,4.014212326346207,-1
114,3,1210,3.0,3.635481251229844,-1
115,3,1235,4.0,3.6626329818315444,-1
116,3,1271,3.0,3.481765273640217,-1
117,3,1378,4.0,3.3477457939395445,1351
118,3,1580,3.5,3.5028649757617427,-1
119,3,1721,4.5,3.887847264541517,-1
120,3,1884,4.0,3.8010571995232354,-1
121,3,2028,4.0,3.7283895367599413,-1
122,3,2318,4.0,3.9836358147866178,-1
123,3,2513,3.0,3.1156503048304267,61
124,3,2694,3.0,3.28041744595221,1146
125,3,2702,3.5,2.927525394655171,334
126,3,2716,3.0,3.3334651027781255,-1
127,3,2762,3.5,3.9196111769201463,-1
128,3,2841,4.0,3.567486435970345,-1
129,3,2858,4.0,3.961373381165989,-1
130,3,2959,5.0,4.03263335898054,-1
131,3,3243,3.0,2.7984822653144272,-1
132,3,3510,4.0,3.8383278907711746,-1
133,3,3949,5.0,3.767851366454922,-1
134,3,5349,3.0,3.216154867106116,-1
135,3,5669,3.5,3.830636602243979,-1
136,3,6377,3.0,3.5378805798016977,-1
137,3,7153,2.5,3.3695922877009883,-1
138,3,7361,3.0,3.66438530977804,702
139,3,8622,3.5,3.47026868353976,-1
140,3,8636,3.0,3.300972554529991,-1
141,3,27369,3.5,3.475916974211237,-1
142,3,44191,3.5,3.721526046897309,-1
143,3,48783,4.5,3.8066804107666052,-1
144,3,50068,4.5,3.8588214978280706,-1
145,3,58559,3.0,3.6611230520141516,-1
146,3,84236,4.0,3.442500813714729,-1
147,4,10,4.0,4.242529638955535,1542
148,4,34,5.0,4.48434306241648,485
149,4,112,5.0,4.249109573222787,8083
150,4,141,5.0,4.121143346317907,-1
151,4,153,4.0,3.457483642934482,3047
152,4,173,3.0,3.1841169729749312,6117
153,4,185,3.0,3.580069206109138,2130
154,4,260,5.0,5.0,1507
155,4,289,4.0,4.263389188165363,389
156,4,296,5.0,5.0,-1
157,4,329,3.0,3.7165031910632975,-1
158,4,349,5.0,4.530740998235984,-1
159,4,356,5.0,4.50419910154722,3423
160,4,357,5.0,4.69623018220826,-1
161,4,364,5.0,4.498209943259396,2426
162,4,367,4.0,3.9001675318816376,5273
163,4,380,3.0,3.82939814519885,5647
164,4,410,3.0,3.562887071675994,252
165,4,431,3.0,4.221637174625993,4595
166,4,434,4.0,3.7601441381164338,1110
167,4,435,1.0,2.704741867663585,4593
168,4,440,4.0,4.207048512557023,-1
169,4,442,4.0,3.761692535041948,1781
170,4,464,4.0,3.9448600820852686,1877
171,4,480,5.0,4.285286539276053,-1
172,4,541,5.0,4.778318063897384,-1
173,4,588,5.0,4.483062361988756,416
174,4,589,5.0,4.697717575036573,3968
175,4,590,3.0,4.094986016884607,-1
176,4,594,5.0,4.661916435753315,513
177,4,596,5.0,4.790706745770396,1788
178,4,610,4.0,3.954933644538743,200
179,4,616,5.0,4.266401118828549,4041
180,4,858,5.0,5.0,1490
181,4,903,5.0,5.0,-1
182,4,910,4.0,4.633732407213957,-1
183,4,913,5.0,5.0,5185
184,4,919,5.0,4.827635473783743,-1
185,4,1011,4.0,4.118044874172851,-1
186,4,1016,4.0,3.920763143752628,-1
187,4,1022,5.0,4.6220407760044475,-1
188,4,1028,5.0,5.0,-1
189,4,1030,5.0,4.27537548289919,-1
190,4,1031,5.0,4.297437248496332,2831
191,4,1032,5.0,4.460124995952794,5551
192,4,1033,5.0,4.288472177056823,7879
193,4,1036,5.0,4.655383895049639,-1
194,4,1073,5.0,4.7531659527015675,5740
195,4,1079,5.0,4.7513039798574335,4255
196,4,1089,5.0,4.8348696989371,4277
197,4,1097,5.0,4.317975854282448,1229
198,4,1125,5.0,4.561608206715441,2127
199,4,1127,5.0,4.1617786399641625,-1
200,4,1136,5.0,4.98800187714879,-1
201,4,1194,5.0,4.611273967641936,-1
202,4,1196,5.0,5.0,2568
203,4,1197,5.0,4.8144018561400985,-1
204,4,1198,5.0,4.88007187570045,-1
205,4,1200,5.0,4.5329400550992975,1710
206,4,1206,5.0,4.82276731169223,-1
207,4,1208,5.0,4.962745604382499,-1
208,4,1210,5.0,4.760873879707293,6695
209,4,1213,5.0,5.0,-1
210,4,1214,5.0,4.810532036216474,9890
211,4,1219,5.0,4.870301956884315,1139
212,4,1220,5.0,4.635469444115563,7060
213,4,1222,5.0,5.0,-1
214,4,1225,5.0,4.58821346627607,-1
215,4,1230,5.0,4.823069994242965,1318
216,4,1240,5.0,4.542231544205663,-1
217,4,1243,5.0,4.864270891740713,-1
218,4,1257,5.0,4.749421373588306,1460
219,4,1258,5.0,4.785022469841186,9818
220,4,1259,4.0,4.693871860282718,741
221,4,1265,5.0,4.626710898774572,3115
222,4,1270,5.0,4.6062786389262325,-1
223,4,1278,5.0,4.82305985442411,7439
224,4,1282,5.0,4.763510397411071,-1
225,4,1285,4.0,4.1976184047211245,-1
226,4,1288,5.0,4.863911322339428,-1
227,4,1291,5.0,4.711964049889833,1984
228,4,1298,4.0,4.232960453494656,-1
229,4,1307,4.0,4.468681109977271,4425
230,4,1332,4.0,4.262125187948923,29
231,4,1334,5.0,4.061635416961245,9367
232,4,1344,5.0,4.556944705342391,8752
233,4,1356,4.0,4.299991967311857,874
234,4,1371,4.0,3.765494677618119,7964
235,4,1372,3.0,3.5432153659654166,-1
236,4,1374,4.0,4.3148125034526235,5642
237,4,1376,3.0,3.868999395453978,4026
238,4,1377,3.0,3.541142630677681,323
239,4,1380,5.0,4.355818742165099,-1
240,4,1387,5.0,4.3969584009962235,2002
241,4,1388,4.0,3.4451682210383052,8064
242,4,1396,5.0,4.323092087580467,5366
243,4,1544,3.0,3.4948676705125923,591
244,4,1580,5.0,4.369786692505839,-1
245,4,1663,4.0,4.2606635558696775,3317
246,4,1674,5.0,4.650131680877689,961
247,4,1805,1.0,3.4670776104806653,-1
248,4,1858,5.0,4.242791679407426,-1
249,4,1917,4.0,3.6784754929301258,9703
250,4,1918,2.0,3.5176839249870477,4516
251,4,1953,5.0,4.823724400092157,-1
252,4,1954,5.0,4.300134456527745,-1
253,4,1961,5.0,4.603430226179098,1924
254,4,1967,3.0,4.250777573475315,3951
255,4,1968,5.0,4.876417182269294,1793
256,4,1994,5.0,4.693073281644384,6129
257,4,2000,5.0,4.553418044648799,2481
258,4,2002,3.0,3.3832240074206767,4097
259,4,2003,2.0,3.3969908063262007,944
260,4,2005,5.0,4.4376114770947535,-1
261,4,2014,4.0,3.8198836695729166,3041
262,4,2018,5.0,4.484641600890545,-1
263,4,2020,4.0,4.602373447147438,28
264,4,2021,4.0,3.5972871982709176,-1
265,4,2033,4.0,3.9447211701272202,4692
266,4,2034,4.0,3.9618024004651082,-1
267,4,2046,5.0,4.402348441234262,-1
268,4,2054,3.0,3.3384140023529723,5590
269,4,2064,5.0,5.0,2199
270,4,2078,5.0,4.609409094222418,7673
271,4,2080,5.0,4.571554018494552,509
272,4,2081,4.0,4.363050246743365,2618
273,4,2085,5.0,4.5001473031465355,-1
274,4,2086,5.0,4.232929349960143,3940
275,4,2087,5.0,4.435410449034806,3694
276,4,2091,5.0,4.640245542330574,5624
277,4,2094,4.0,3.962263738402986,10131
278,4,2096,5.0,4.660188051695421,156
279,4,2100,5.0,3.8161952370652834,-1
280,4,2102,5.0,4.664004760191431,-1
281,4,2105,4.0,4.347026863052338,3102
282,4,2109,5.0,4.4181802414382965,826
283,4,2110,3.0,3.817189445173381,-1
284,4,2114,5.0,4.12887636059367,7287
285,4,2115,5.0,4.477140068611846,5063
286,4,2124,4.0,4.1543079834374,1264
287,4,2140,5.0,4.591478867719039,475
288,4,2141,4.0,4.2623064521050535,10093
289,4,2143,4.0,4.078825061580962,-1
290,4,2144,5.0,4.60891616332915,-1
291,4,2161,5.0,4.247717539195964,-1
292,4,2174,5.0,4.218224247285562,-1
293,4,2193,3.0,3.905105712356756,1642
294,4,2194,5.0,4.51362002538613,5562
295,4,2248,4.0,4.4404255738237115,3451
296,4,2263,3.0,3.7565893526292884,-1
297,4,2268,5.0,4.4690933577807685,-1
298,4,2289,5.0,4.889828646145219,3840
299,4,2348,4.0,4.045065896127944,-1
300,4,2371,4.0,3.979612446984573,-1
301,4,2403,4.0,4.219143046882867,4298
302,4,2406,5.0,4.483824556139774,2910
303,4,2409,4.0,3.9937126628987207,626
304,4,2454,5.0,4.396536374012803,-1
305,4,2467,5.0,4.609429091728235,3674
306,4,2551,4.0,4.200058320399337,-1
307,4,2616,1.0,3.205060422432098,8007
308,4,2628,5.0,3.986415796435023,-1
309,4,2640,5.0,4.2186358785787235,-1
310,4,2659,3.0,4.121428609869956,2125
311,4,2683,4.0,3.7433254529381492,9732
312,4,2699,4.0,3.575293031661232,-1
313,4,2716,5.0,4.574800724008469,959
314,4,2723,5.0,4.1909448596351915,2284
315,4,2734,4.0,3.923244306423726,765
316,4,2770,1.0,3.2787339605199883,317
317,4,2788,5.0,4.779049631411376,7600
318,4,2791,5.0,4.710363718080017,7930
319,4,2795,4.0,4.152778583265122,-1
320,4,2797,5.0,4.695806432943249,891
321,4,2804,5.0,4.958570462798015,6838
322,4,2822,3.0,3.6366031614999215,-1
323,4,2867,3.0,3.809617513646802,6482
324,4,2872,5.0,4.502276253678765,478
325,4,2877,5.0,4.186736224876033,5301
326,4,2902,2.0,3.3348550144723856,1360
327,4,2903,1.0,3.168692052815779,-1
328,4,2916,4.0,4.39708283324955,2121
329,4,2918,5.0,4.568621026626832,5495
330,4,2968,5.0,4.580466771964784,8833
331,4,2986,3.0,3.6147566290401185,-1
332,4,2987,5.0,4.551060633932561,9090
333,4,2991,5.0,4.4397954226095315,3958
334,4,3016,3.0,3.979174732746281,5336
335,4,3034,5.0,4.823723418117212,6051
336,4,3039,4.0,4.347913161075369,-1
337,4,3040,5.0,4.040236181429777,-1
338,4,3060,5.0,4.649259679051168,-1
339,4,3071,4.0,4.395940808598771,-1
340,4,3101,4.0,4.058091760018299,-1
341,4,3104,4.0,4.479962934992913,-1
342,4,3108,5.0,4.691531704955517,-1
343,4,3169,4.0,4.123850507713382,-1
344,4,3208,2.0,3.1526090387404455,6702
345,4,3210,4.0,4.220061374319506,-1
346,4,3251,5.0,4.387079829888192,7847
347,4,3255,4.0,4.273438457864227,-1
348,4,3263,3.0,4.089836541712212,4636
349,4,3265,5.0,4.686582783122988,-1
350,4,4006,2.0,3.952250436546859,-1
351,5,3,4.0,3.4743727211665556,-1
352,5,39,4.0,3.975474683783034,197
353,5,104,4.0,3.859508982248405,-1
354,5,141,4.0,3.893385928326194,3275
355,5,150,4.0,4.258235606440511,-1
356,5,231,3.5,3.5374679903909265,2470
357,5,277,4.5,3.7016595154155563,2268
358,5,344,3.5,3.560715413250265,-1
359,5,356,4.0,4.33739046212285,3497
360,5,364,4.0,4.01465743338529,2868
361,5,367,4.0,3.610585622669148,1925
362,5,377,4.0,3.994288805673487,-1
363,5,440,4.0,4.0393804635630115,2712
364,5,500,4.5,3.836686989477472,-1
365,5,586,4.0,3.492266138560566,-1
366,5,588,3.5,3.838508420333549,268
367,5,595,4.0,3.761785468702715,-1
368,5,597,5.0,3.89274423496793,1073
369,5,788,3.5,3.3687737033489826,369
370,5,858,2.5,3.876547584508469,-1
371,5,903,3.5,4.189901902994035,1465
372,5,919,4.0,4.199964981340933,-1
373,5,1022,4.0,3.778766054962646,-1
374,5,1035,5.0,4.272840434737311,568
375,5,1193,3.0,4.131812998032921,1039
376,5,1221,2.5,3.7848630536666867,3507
377,5,1247,4.0,4.373424123490895,2213
378,5,1307,4.0,4.053598832233488,2369
379,5,1380,5.0,4.005999582007775,-1
380,5,1393,3.5,4.035852086985125,2536
381,5,1485,4.5,3.617283990430689,3025
382,5,1544,3.5,3.259781797229006,-1
383,5,1682,4.0,4.214193136162306,948
384,5,1721,4.0,3.7992241596996696,1760
385,5,1777,4.0,3.8906834559452745,783
386,5,1784,4.5,3.961164950951281,126
387,5,1923,4.5,4.085146419828168,1046
388,5,1961,4.0,4.1511018149281025,-1
389,5,1968,4.0,4.201987097922477,468
390,5,1997,3.5,3.7814007548357753,-1
391,5,2023,1.5,3.3975404523404573,-1
392,5,2081,5.0,4.262884560904531,981
393,5,2273,4.0,3.925048127213386,2097
394,5,2294,4.0,3.854707093127746,-1
395,5,2355,3.5,3.976764175221916,-1
396,5,2424,4.0,3.69623881530778,1510
397,5,2502,3.5,4.056300748027725,2251
398,5,2683,4.0,3.6780508125055382,-1
399,5,2694,4.5,4.001167121282784,3093
400,5,2706,4.0,3.872920672696552,-1
401,5,2762,3.5,4.199034291563658,-1
402,5,2770,3.5,3.418344348605432,-1
403,5,2918,3.5,4.138177114887634,-1
404,5,2997,3.5,4.147846702441411,2507
405,5,3114,3.5,3.90702836452758,4371
406,5,3176,3.5,3.6724466241654197,-1
407,5,3408,4.0,3.96210423330018,2139
408,5,3753,3.5,3.5188546078735317,-1
409,5,3897,4.5,4.023838039088233,-1
410,5,3948,3.5,3.8213135711623214,-1
411,5,4014,4.0,4.324116213025053,-1
412,5,4018,4.0,3.6044715769421756,-1
413,5,4022,3.5,3.74500730846367,-1
414,5,4025,4.5,3.7390384852849254,-1
415,5,4306,3.5,4.290468907744623,2636
416,5,4308,3.5,3.9842364713525296,-1
417,5,4447,4.5,3.7460335030690164,-1
418,5,4718,3.5,3.5096344708468648,-1
419,5,4963,3.0,3.997840577230112,-1
420,5,4995,4.5,4.315038555175315,-1
421,5,5266,3.5,3.6404594968527917,-1
422,5,5299,4.5,4.207002518829982,-1
423,5,5349,4.5,4.107555122226539,-1
424,5,5464,4.0,3.925500989087688,1627
425,5,5669,3.5,4.0522569766292245,2652
426,5,5679,4.5,3.9990540516346127,-1
427,5,5816,3.0,3.8488058698175425,-1
428,5,5995,4.0,4.371946083737516,186
429,5,6218,3.5,3.8187729935248766,-1
430,5,6373,4.0,3.7785845372505635,-1
431,5,6377,4.0,4.143543605769337,-1
432,5,6502,4.0,4.009388971381908,-1
433,5,6711,2.5,3.8330881991485346,1052
434,5,6942,4.0,3.8827773094648053,3071
435,5,8376,4.0,3.5585740398693435,1256
436,5,8464,4.0,3.8305511899318825,-1
437,5,8622,3.5,3.812522089294305,-1
438,5,8636,4.5,4.080582983331103,-1
439,5,8644,4.0,3.9190460162862184,1215
440,5,30707,4.5,4.089264816060077,-1
441,5,30749,4.5,4.134075851425179,-1
442,5,30793,3.5,3.7600724742491147,-1
443,5,33166,5.0,4.345406122803009,-1
444,5,33679,4.0,3.5082141209984714,-1
445,5,34162,4.5,4.1354022479648025,-1
446,5,35836,4.0,3.9631502393369202,-1
447,5,40819,4.5,4.1589401480425465,-1
448,5,41566,4.0,3.8733052410821416,-1
449,5,41569,4.0,3.594690141199035,-1
450,5,48385,4.5,3.8215307571830324,-1
451,6,111,4.0,3.5936545766531087,2061
452,6,158,2.0,2.395872312938033,-1
453,6,173,2.0,2.2426373083432565,-1
454,6,293,5.0,3.902389701319905,-1
455,6,596,4.0,3.45935979667158,-1
456,6,903,4.0,3.8350998816730284,183
457,6,1204,5.0,4.05372430774913,1928
458,6,1250,4.5,3.6312492318273977,-1
459,6,1259,4.5,3.7964426252223906,1632
460,6,1276,4.5,3.771709105088956,-1
461,6,1285,4.5,3.4777498343005675,-1
462,6,1358,2.0,3.259993603426369,-1
463,6,1639,2.0,2.774346430917485,-1
464,6,1687,2.0,2.73267591305369,669
465,6,1747,2.0,2.8461805506917623,-1
466,6,1876,0.5,2.256703049409929,-1
467,6,1909,3.0,3.0442405051827954,-1
468,6,2001,3.0,2.731091802786946,-1
469,6,2019,4.0,3.916553304751261,-1
470,6,2072,4.0,2.9386644776724267,-1
471,6,2174,4.0,3.3091383520368876,-1
472,6,2502,3.5,3.4108872020252035,-1
473,6,2528,3.0,2.792056869622119,-1
474,6,2529,4.0,3.1875721789921223,-1
475,6,2571,1.0,3.30908633560706,-1
476,6,2657,2.0,2.7848320942189297,1369
477,6,2692,4.0,3.8793626580637643,-1
478,6,2723,3.0,2.9759434011214534,-1
479,6,2761,4.5,3.587795115759988,1690
480,6,2890,3.0,3.1968839135502694,-1
481,6,3052,1.0,2.5297854517967195,909
482,6,3114,4.0,3.737323448492977,-1
483,6,3300,3.5,3.1713678260764886,-1
484,6,3751,1.5,2.9562725213356638,184
485,6,4641,1.5,2.8280502839139467,-1
486,6,4975,1.5,2.476944738815437,-1
487,6,5952,5.0,4.0854191850099815,-1
488,6,7090,3.0,3.4182496474077704,1539
489,6,7153,5.0,4.227368156804371,-1
490,6,7361,4.0,3.354235104305664,-1
491,6,8368,3.5,3.503471517983189,-1
492,6,8636,4.0,3.669240011067989,1576
493,6,8784,3.0,3.081765231461935,-1
494,6,8874,4.5,3.6910027473518014,141
495,7,1,3.0,3.4351175602688366,2950
496,7,10,3.0,3.1716585858515547,2959
497,7,21,3.0,3.554217908932019,1810
498,7,31,3.0,3.043527771263073,2980
499,7,34,4.0,3.3528936971973855,2983
500,7,40,4.0,3.5295105755503395,2989
501,7,104,3.0,3.1727523235763417,-1
502,7,110,5.0,3.785357838575894,-1
503,7,112,4.0,3.394274797112937,2283
504,7,141,4.0,3.29758292312293,-1
505,7,151,4.0,3.626288054924441,3021
506,7,198,2.0,2.9811802181622236,-1
507,7,207,3.0,3.212880599487766,-1
508,7,260,5.0,4.406099588373649,-1
509,7,272,3.0,3.767268095184099,-1
510,7,316,2.0,2.842855380291956,-1
511,7,318,5.0,4.426517388027663,-1
512,7,329,3.0,2.8490630085693605,1708
513,7,333,3.0,3.119620177855526,4333
514,7,345,3.0,3.479369845381345,438
515,7,355,3.0,2.2159588804664274,-1
516,7,356,3.0,3.784846135049972,-1
517,7,357,3.0,3.418341212661159,4315
518,7,364,3.0,3.1234092520402585,456
519,7,367,3.0,2.932247452074469,2275
520,7,377,3.0,3.038005552448551,3136
521,7,380,4.0,3.3939014793084423,-1
522,7,480,4.0,3.4568497048680014,-1
523,7,500,3.0,3.0733201702044837,-1
524,7,534,4.0,4.1099828908014695,-1
525,7,539,3.0,3.108191608699962,2317
526,7,541,4.0,3.972671070544927,-1
527,7,551,4.0,3.6598759077978626,-1
528,7,588,4.0,3.6619715974338565,482
529,7,589,3.0,3.7203097156050324,2797
530,7,590,4.0,3.680427628150844,-1
531,7,592,3.0,3.1281348097276847,4156
532,7,594,4.0,3.580996699101295,454
533,7,595,3.0,3.4272566090381495,-1
534,7,610,3.0,3.2755944299348627,-1
535,7,671,4.0,3.967718935909004,-1
536,7,708,3.0,3.0194881190879985,-1
537,7,720,5.0,4.149781393949478,-1
538,7,724,2.0,2.6935709450786725,164
539,7,736,1.0,2.5183198233655655,-1
540,7,737,1.0,2.161819659314577,1863
541,7,745,5.0,4.4701027727713525,1159
542,7,780,3.0,2.854405266975272,-1
543,7,786,2.0,2.7546778107368617,3883
544,7,924,4.0,4.017574181792091,-1
545,7,1036,3.0,3.355947076824219,-1
546,7,1073,3.0,3.484516041568916,-1
547,7,1079,4.0,3.865704554230122,555
548,7,1080,4.0,4.02591567744386,-1
549,7,1097,3.0,3.6730755245307836,-1
550,7,1125,3.0,3.3886354085799937,-1
551,7,1129,3.0,3.295718342339891,-1
552,7,1136,4.0,4.1764423047337385,-1
553,7,1148,5.0,4.195187177653313,-1
554,7,1196,5.0,4.408693091421286,-1
555,7,1197,3.0,3.7651359175347356,3977
556,7,1198,5.0,4.029914799965223,-1
557,7,1210,5.0,4.25682623497272,-1
558,7,1220,4.0,3.985036825122938,-1
559,7,1223,5.0,4.17649768526297,-1
560,7,1225,5.0,4.012136633813253,4011
561,7,1231,4.0,3.8942509302501342,1931
562,7,1240,4.0,3.702749749126814,-1
563,7,1242,5.0,3.8560269798365674,-1
564,7,1270,3.0,3.493126778016446,-1
565,7,1275,4.0,3.5425262035354494,4320
566,7,1278,3.0,3.6661684338239464,-1
567,7,1287,4.0,3.9272094131255715,2786
568,7,1288,4.0,3.8027937560794327,781
569,7,1291,3.0,3.372663849854901,-1
570,7,1298,3.0,3.301119684817343,-1
571,7,1302,4.0,3.4318412499093305,-1
572,7,1307,3.0,3.6406616922061916,1625
573,7,1353,3.0,3.069261985289969,-1
574,7,1371,3.0,2.852295067584732,-1
575,7,1372,3.0,2.837840231593996,-1
576,7,1373,2.0,2.585570130653639,-1
577,7,1374,4.0,3.6823975542450547,-1
578,7,1375,3.0,3.0169478364195963,-1
579,7,1376,3.0,2.992896456209635,2782
580,7,1394,3.0,3.709012365553152,-1
581,7,1405,5.0,3.2179133282480294,1222
582,7,1408,1.0,3.099585356775199,-1
583,8,32,5.0,3.9878357282388186,1016
584,8,45,2.5,3.5357399990903278,-1
585,8,47,5.0,4.275602235335763,4062
586,8,50,5.0,4.465376211637731,3837
587,8,110,4.0,4.112427477352004,-1
588,8,260,3.5,4.351935734200596,4224
589,8,282,2.0,2.9061425514008308,4133
590,8,296,4.0,4.101048209999692,-1
591,8,318,5.0,4.740378872808617,-1
592,8,356,4.0,4.031048565079445,-1
593,8,457,4.5,4.144650919762175,2062
594,8,520,3.5,3.0412889960265193,839
595,8,524,2.0,3.6173680011363682,-1
596,8,527,5.0,4.876421841262797,-1
597,8,543,5.0,3.842132645517609,-1
598,8,589,4.0,3.936508519636443,1968
599,8,593,4.5,4.407483406315926,-1
600,8,628,4.0,4.035108992716832,-1
601,8,805,3.5,3.6318112269145626,-1
602,8,858,5.0,4.597904287539179,3740
603,8,1196,3.5,4.07291545096921,-1
604,8,1197,4.0,4.0664772399670595,1516
605,8,1198,4.0,4.113634812820366,1584
606,8,1210,4.0,4.3050299748916885,-1
607,8,1219,4.0,4.058178633534268,3788
608,8,1225,4.0,4.278225035953245,-1
609,8,1258,4.0,3.9928570820907017,4891
610,8,1259,4.0,4.1010916498516865,5232
611,8,1265,3.0,3.85211482796885,900
612,8,1270,4.0,4.090438393662274,2355
613,8,1291,4.0,3.8745430916581993,3633
614,8,1302,3.5,3.508754539824084,-1
615,8,1358,0.5,3.0448833989889357,614
616,8,1387,4.0,3.9570341432373155,-1
617,8,1393,3.0,3.6442105722950062,1780
618,8,1500,4.0,4.132682506881031,-1
619,8,1552,3.0,3.1266811253499505,272
620,8,1617,3.5,4.254592325332598,-1
621,8,1625,5.0,4.300622084295385,-1
622,8,1674,4.0,3.9567589298151473,3702
623,8,1704,4.0,4.33085037405599,937
624,8,1754,3.0,3.3585170084787204,-1
625,8,1777,5.0,3.6265113292340128,255
626,8,1876,3.5,3.4213214253420636,3500
627,8,1961,5.0,4.151405501106321,-1
628,8,2028,4.0,4.071894913773563,-1
629,8,2100,3.0,3.1202171150715547,-1
630,8,2139,3.0,3.3144173282505816,-1
631,8,2194,4.5,4.100585330287453,-1
632,8,2302,4.5,3.739299047986255,2973
633,8,2324,4.0,3.968012476333022,-1
634,8,2329,5.0,4.220078005959726,-1
635,8,2353,3.5,3.3913763149976806,5172
636,8,2423,3.5,3.915178850343551,724
637,8,2502,5.0,4.294004235623328,101
638,8,2571,5.0,4.522882231731477,-1
