movie_id,title,year,tconst
368,maverick,1994.0,tt0110478
369,mrs. parker and the vicious circle,1994.0,tt0110588
370,naked gun 33 1/3: the final insult,1994.0,tt0110622
372,reality bites,1994.0,tt0110950
374,richie rich,1994.0,tt0110989
375,safe passage,1994.0,tt0111054
377,speed,1994.0,tt0111257
378,speechless,1994.0,tt0111256
379,timecop,1994.0,tt0111438
380,true lies,1994.0,tt0111503
381,when a man loves a woman,1994.0,tt0111693
382,wolf,1994.0,tt0111742
383,wyatt earp,1994.0,tt0111756
384,bad company,1995.0,tt0112443
386,s.f.w.,1994.0,tt0111048
391,jason's lyric,1994.0,tt0110186
393,street fighter,1994.0,tt0111301
394,coldblooded,1995.0,tt0112702
396,fall time,1995.0,tt0113014
398,frank and ollie,1995.0,tt0113104
399,girl in the cadillac,1995.0,tt0113173
400,homage,1995.0,tt0113319
401,mirage,1995.0,tt0113827
404,brother minister: the assassination of malcolm x,1994.0,tt0109339
406,federal hill,1994.0,tt0109785
407,in the mouth of madness,1995.0,tt0113409
408,8 seconds,1994.0,tt0109021
409,above the rim,1994.0,tt0109035
410,addams family values,1993.0,tt0106220
413,airheads,1994.0,tt0109068
415,another stakeout,1993.0,tt0106292
416,bad girls,1994.0,tt0109198
417,barcelona,1994.0,tt0109219
420,beverly hills cop iii,1994.0,tt0109254
421,black beauty,1994.0,tt0109279
423,blown away,1994.0,tt0109303
424,blue chips,1994.0,tt0109305
425,blue sky,1994.0,tt0109306
426,body snatchers,1993.0,tt0106452
427,boxing helena,1993.0,tt0106471
429,cabin boy,1994.0,tt0109361
430,calendar girl,1993.0,tt0106505
431,carlito's way,1993.0,tt0106519
432,city slickers ii: the legend of curly's gold,1994.0,tt0109439
433,clean slate,1994.0,tt0109443
434,cliffhanger,1993.0,tt0106582
435,coneheads,1993.0,tt0106598
436,color of night,1994.0,tt0109456
437,cops and robbersons,1994.0,tt0109480
439,dangerous game,1993.0,tt0106660
440,dave,1993.0,tt0106673
441,dazed and confused,1993.0,tt0106677
442,demolition man,1993.0,tt0106697
444,even cowgirls get the blues,1993.0,tt0106834
445,fatal instinct,1993.0,tt0106873
446,farewell my concubine,1993.0,tt0106332
448,fearless,1993.0,tt0106881
449,fear of a black hat,1993.0,tt0106880
450,with honors,1994.0,tt0111732
451,flesh and bone,1993.0,tt0106926
452,widows' peak,1994.0,tt0111712
453,for love or money,1993.0,tt0106941
455,free willy,1993.0,tt0106965
456,fresh,1994.0,tt0109842
458,geronimo: an american legend,1993.0,tt0107004
460,getting even with dad,1994.0,tt0109891
461,go fish,1994.0,tt0109913
463,guilty as sin,1993.0,tt0107057
464,hard target,1993.0,tt0107076
465,heaven & earth,1993.0,tt0107096
466,hot shots! part deux,1993.0,tt0107144
467,live nude girls,1995.0,tt0113674
470,house party 3,1994.0,tt0110064
472,i'll do anything,1994.0,tt0110097
473,in the army now,1994.0,tt0110123
474,in the line of fire,1993.0,tt0107206
475,in the name of the father,1993.0,tt0107207
478,jimmy hollywood,1994.0,tt0110197
479,judgment night,1993.0,tt0107286
480,jurassic park,1993.0,tt0107290
481,kalifornia,1993.0,tt0107302
483,king of the hill,1993.0,tt0107322
484,lassie,1994.0,tt0110305
485,last action hero,1993.0,tt0107362
486,life with mikey,1993.0,tt0107413
487,lightning jack,1994.0,tt0110353
488,m. butterfly,1993.0,tt0107468
489,made in america,1993.0,tt0107478
490,malice,1993.0,tt0107497
492,manhattan murder mystery,1993.0,tt0107507
493,menace ii society,1993.0,tt0107554
494,executive decision,1996.0,tt0116253
496,what happened was...,1994.0,tt0111689
497,much ado about nothing,1993.0,tt0107616
498,mr. jones,1993.0,tt0107611
499,mr. wonderful,1993.0,tt0107613
500,mrs. doubtfire,1993.0,tt0107614
501,naked,1993.0,tt0107653
504,no escape,1994.0,tt0110678
505,north,1994.0,tt0110687
508,philadelphia,1993.0,tt0107818
510,poetic justice,1993.0,tt0107840
513,radioland murders,1994.0,tt0110939
516,renaissance man,1994.0,tt0110971
517,rising sun,1993.0,tt0107969
519,robocop 3,1993.0,tt0107978
520,robin hood: men in tights,1993.0,tt0107977
521,romeo is bleeding,1993.0,tt0107983
522,romper stomper,1992.0,tt0105275
523,ruby in paradise,1993.0,tt0108000
524,rudy,1993.0,tt0108002
527,schindler's list,1993.0,tt0108052
529,searching for bobby fischer,1993.0,tt0108065
530,second best,1994.0,tt0111102
532,serial mom,1994.0,tt0111127
534,shadowlands,1993.0,tt0108101
535,short cuts,1993.0,tt0108122
537,sirens,1994.0,tt0111201
538,six degrees of separation,1993.0,tt0108149
539,sleepless in seattle,1993.0,tt0108160
540,sliver,1993.0,tt0108162
541,blade runner,1982.0,tt0083658
542,son in law,1993.0,tt0108186
543,so i married an axe murderer,1993.0,tt0108174
544,striking distance,1993.0,tt0108238
546,super mario bros.,1993.0,tt0108255
547,surviving the game,1994.0,tt0111323
548,terminal velocity,1994.0,tt0111400
550,threesome,1994.0,tt0111418
553,tombstone,1993.0,tt0108358
554,trial by jury,1994.0,tt0111488
555,true romance,1993.0,tt0108399
557,mamma roma,1962.0,tt0056215
559,"paris, france",1993.0,tt0107779
562,welcome to the dollhouse,1995.0,tt0114906
563,germinal,1993.0,tt0107002
564,chasers,1994.0,tt0109403
567,kika,1993.0,tt0107315
568,bhaji on the beach,1993.0,tt0106408
569,little big league,1994.0,tt0110363
572,foreign student,1994.0,tt0109828
574,spanking the monkey,1994.0,tt0111252
577,andre,1994.0,tt0109120
580,princess caraboo,1994.0,tt0110892
586,home alone,1990.0,tt0099785
587,ghost,1990.0,tt0099653
588,aladdin,1992.0,tt0103639
589,terminator 2: judgment day,1991.0,tt0103064
590,dances with wolves,1990.0,tt0099348
592,batman,1989.0,tt0096895
594,snow white and the seven dwarfs,1937.0,tt0029583
595,beauty and the beast,1991.0,tt0101414
596,pinocchio,1940.0,tt0032910
597,pretty woman,1990.0,tt0100405
600,love and a .45,1994.0,tt0110395
605,one fine day,1996.0,tt0117247
606,candyman: farewell to the flesh,1995.0,tt0112625
607,century,1993.0,tt0106537
608,fargo,1996.0,tt0116282
609,homeward bound ii: lost in san francisco,1996.0,tt0116552
610,heavy metal,1981.0,tt0082509
611,hellraiser: bloodline,1996.0,tt0116514
613,jane eyre,1996.0,tt0116684
614,loaded,1994.0,tt0110374
619,ed,1996.0,tt0116165
621,my favorite season,1993.0,tt0107471
624,condition red,1995.0,tt0112712
628,primal fear,1996.0,tt0117381
629,rude,1995.0,tt0114305
630,carried away,1996.0,tt0115837
631,all dogs go to heaven 2,1996.0,tt0115509
633,denise calls up,1995.0,tt0112844
634,theodore rex,1995.0,tt0114658
636,frisk,1995.0,tt0113122
637,sgt. bilko,1996.0,tt0117608
639,girl 6,1996.0,tt0116414
640,diabolique,1996.0,tt0116095
642,roula,1995.0,tt0117517
643,peanuts - die bank zahlt alles,1996.0,tt0117312
644,happy weekend,1996.0,tt0116485
645,nelly & monsieur arnaud,1995.0,tt0113947
647,courage under fire,1996.0,tt0115956
648,mission: impossible,1996.0,tt0117060
650,moll flanders,1996.0,tt0117071
652,"301, 302",1995.0,tt0112257
653,dragonheart,1996.0,tt0116136
656,eddie,1996.0,tt0116168
658,billy's holiday,1995.0,tt0112509
659,purple noon,1960.0,tt0054189
660,august,1996.0,tt0115591
661,james and the giant peach,1996.0,tt0116683
662,fear,1996.0,tt0116287
663,kids in the hall: brain candy,1996.0,tt0116768
664,faithful,1996.0,tt0116269
665,underground,1995.0,tt0114787
668,pather panchali,1955.0,tt0048473
669,aparajito,1956.0,tt0048956
671,mystery science theater 3000: the movie,1996.0,tt0117128
672,tarantella,1995.0,tt0114616
673,space jam,1996.0,tt0117705
674,barbarella,1968.0,tt0062711
676,they bite,1996.0,tt0140614
680,alphaville,1965.0,tt0058898
682,tigrero: a film that was never made,1994.0,tt0111430
684,windows,1980.0,tt0081759
687,country life,1994.0,tt0109491
688,operation dumbo drop,1995.0,tt0114048
691,mrs. winterbourne,1996.0,tt0117104
692,solo,1996.0,tt0117688
696,butterfly kiss,1995.0,tt0112604
697,feeling minnesota,1996.0,tt0116289
699,to cross the rubicon,1991.0,tt0103095
700,angus,1995.0,tt0112368
701,daens,1992.0,tt0104046
702,faces,1968.0,tt0062952
703,boys,1996.0,tt0115742
705,cosi,1996.0,tt0115951
706,sunset park,1996.0,tt0117784
707,mulholland falls,1996.0,tt0117107
709,oliver & company,1988.0,tt0095776
710,celtic pride,1996.0,tt0115851
711,flipper,1996.0,tt0116322
712,captives,1994.0,tt0109374
713,of love and shadows,1994.0,tt0110712
714,dead man,1995.0,tt0112817
716,switchblade sisters,1975.0,tt0073778
719,multiplicity,1996.0,tt0117108
726,last dance,1996.0,tt0116827
727,war stories,1995.0,tt0114894
728,cold comfort farm,1995.0,tt0112701
731,heaven's prisoners,1996.0,tt0116508
732,original gangstas,1996.0,tt0117260
734,getting away with murder,1996.0,tt0116405
736,twister,1996.0,tt0117998
737,barb wire,1996.0,tt0115624
739,honigmond,1996.0,tt0116559
742,thinner,1996.0,tt0117894
743,spy hard,1996.0,tt0117723
744,brothers in trouble,1995.0,tt0112586
746,force of evil,1948.0,tt0040366
751,careful,1992.0,tt0103926
752,vermont is for lovers,1992.0,tt0105737
754,gold diggers: the secret of bear mountain,1995.0,tt0113188
755,kim,1950.0,tt0042644
757,ashes of time,1994.0,tt0109688
759,maya lin: a strong clear vision,1994.0,tt0110480
760,stalingrad,1993.0,tt0108211
762,striptease,1996.0,tt0117765
764,heavy,1995.0,tt0113280
765,jack,1996.0,tt0116669
766,i shot andy warhol,1996.0,tt0116594
768,someone else's america,1995.0,tt0114494
769,marlene dietrich: shadow and light,1996.0,tt0116992
772,quartier mozart,1992.0,tt0105201
776,babyfever,1994.0,tt0109191
777,pharaoh's army,1995.0,tt0114122
778,trainspotting,1996.0,tt0117951
779,'til there was you,1997.0,tt0118523
781,stealing beauty,1996.0,tt0117737
785,kingpin,1996.0,tt0116778
786,eraser,1996.0,tt0116213
790,an unforgettable summer,1994.0,tt0111546
795,somebody to love,1994.0,tt0111237
798,daylight,1996.0,tt0116040
800,lone star,1996.0,tt0116905
801,harriet the spy,1996.0,tt0116493
802,phenomenon,1996.0,tt0117333
803,walking and talking,1996.0,tt0118113
804,she's the one,1996.0,tt0117628
806,american buffalo,1996.0,tt0115530
808,alaska,1996.0,tt0115493
809,fled,1996.0,tt0116320
810,kazaam,1996.0,tt0116756
812,magic hunter,1994.0,tt0109356
813,larger than life,1996.0,tt0116823
816,two deaths,1995.0,tt0117999
819,stefano quantestorie,1993.0,tt0108220
822,hedd wyn,1992.0,tt0104403
824,kaspar hauser,1993.0,tt0110246
829,joe's apartment,1996.0,tt0116707
831,stonewall,1995.0,tt0114550
832,ransom,1996.0,tt0117438
833,high school high,1996.0,tt0116531
834,phat beach,1996.0,tt0117332
835,foxfire,1996.0,tt0116353
836,chain reaction,1996.0,tt0115857
837,matilda,1996.0,tt0117008
838,emma,1996.0,tt0116191
838,emma,1996.0,tt0118308
840,house arrest,1996.0,tt0116571
843,lotto land,1995.0,tt0113695
846,flirt,1995.0,tt0113080
849,escape from l.a.,1996.0,tt0116225
850,cyclo,1995.0,tt0112767
851,basquiat,1996.0,tt0115632
852,tin cup,1996.0,tt0117918
856,mille bolle blu,1993.0,tt0107575
857,crows and sparrows,1949.0,tt0042054
861,supercop,1992.0,tt0104558
862,manny & lo,1996.0,tt0116985
863,celestial clockwork,1994.0,tt0109485
865,small faces,1995.0,tt0114474
866,bound,1996.0,tt0115736
867,carpool,1996.0,tt0115836
869,kansas city,1996.0,tt0116745
870,gone fishin',1997.0,tt0119214
874,killer: a journal of murder,1995.0,tt0113542
875,nothing to lose,1994.0,tt0110693
877,girls town,1996.0,tt0116418
878,bye-bye,1995.0,tt0112607
881,first kid,1996.0,tt0116311
884,sweet nothing,1995.0,tt0114592
885,bogus,1996.0,tt0115725
886,bulletproof,1996.0,tt0115783
887,talk of angels,1998.0,tt0120271
889,1-900,1994.0,tt0109001
890,baton rouge,1988.0,tt0094822
891,halloween: the curse of michael myers,1995.0,tt0113253
892,twelfth night,1996.0,tt0117991
893,mother night,1996.0,tt0117093
895,venice/venice,1992.0,tt0105729
896,wild reeds,1994.0,tt0111019
897,for whom the bell tolls,1943.0,tt0035896
899,singin' in the rain,1952.0,tt0045152
901,funny face,1957.0,tt0050419
902,breakfast at tiffany's,1961.0,tt0054698
903,vertigo,1958.0,tt0052357
904,rear window,1954.0,tt0047396
905,it happened one night,1934.0,tt0025316
906,gaslight,1944.0,tt0036855
908,north by northwest,1959.0,tt0053125
910,some like it hot,1959.0,tt0053291
911,charade,1963.0,tt0056923
912,casablanca,1942.0,tt0034583
914,my fair lady,1964.0,tt0058385
915,sabrina,1954.0,tt0047437
916,roman holiday,1953.0,tt0046250
918,meet me in st. louis,1944.0,tt0037059
920,gone with the wind,1939.0,tt0031381
921,my favorite year,1982.0,tt0084370
923,citizen kane,1941.0,tt0033467
924,2001: a space odyssey,1968.0,tt0062622
925,golden earrings,1947.0,tt0039428
926,all about eve,1950.0,tt0042192
928,rebecca,1940.0,tt0032976
929,foreign correspondent,1940.0,tt0032484
930,notorious,1946.0,tt0038787
931,spellbound,1945.0,tt0038109
933,to catch a thief,1955.0,tt0048728
934,father of the bride,1950.0,tt0042451
936,ninotchka,1939.0,tt0031725
937,love in the afternoon,1957.0,tt0050658
938,gigi,1958.0,tt0051658
942,laura,1944.0,tt0037008
944,lost horizon,1937.0,tt0029162
945,top hat,1935.0,tt0027125
946,to be or not to be,1942.0,tt0035446
947,my man godfrey,1936.0,tt0028010
948,giant,1956.0,tt0049261
949,east of eden,1955.0,tt0048028
951,his girl friday,1940.0,tt0032599
952,around the world in 80 days,1956.0,tt0048960
953,it's a wonderful life,1946.0,tt0038650
954,mr. smith goes to washington,1939.0,tt0031679
955,bringing up baby,1938.0,tt0029947
956,penny serenade,1941.0,tt0034012
958,lady of burlesque,1943.0,tt0036094
959,of human bondage,1934.0,tt0025586
960,angel on my shoulder,1946.0,tt0038300
961,little lord fauntleroy,1936.0,tt0027893
962,they made me a criminal,1939.0,tt0032022
964,angel and the badman,1947.0,tt0039152
968,night of the living dead,1968.0,tt0063350
971,cat on a hot tin roof,1958.0,tt0051459
973,meet john doe,1941.0,tt0033891
974,algiers,1938.0,tt0029855
975,something to sing about,1937.0,tt0029588
977,moonlight murder,1936.0,tt0027980
979,nothing personal,1995.0,tt0114007
981,dangerous ground,1997.0,tt0118927
982,picnic,1955.0,tt0048491
983,madagascar skin,1995.0,tt0113730
986,fly away home,1996.0,tt0116329
987,bliss,1997.0,tt0118742
988,grace of my heart,1996.0,tt0116442
990,maximum risk,1996.0,tt0117011
991,michael collins,1996.0,tt0117039
993,infinity,1996.0,tt0116635
994,big night,1996.0,tt0115678
996,last man standing,1996.0,tt0116830
997,caught,1996.0,tt0115847
998,set it off,1996.0,tt0117603
999,2 days in the valley,1996.0,tt0115438
1000,curdled,1996.0,tt0115994
1002,ed's next move,1996.0,tt0116167
1003,extreme measures,1996.0,tt0116259
1005,d3: the mighty ducks,1996.0,tt0116000
1009,escape to witch mountain,1975.0,tt0072951
1011,herbie rides again,1974.0,tt0071607
1012,old yeller,1957.0,tt0050798
1014,pollyanna,1960.0,tt0054195
1015,homeward bound: the incredible journey,1993.0,tt0107131
1017,swiss family robinson,1960.0,tt0054357
1018,that darn cat!,1965.0,tt0059793
1019,"20,000 leagues under the sea",1954.0,tt0046672
1020,cool runnings,1993.0,tt0106611
1021,angels in the outfield,1994.0,tt0109127
1022,cinderella,1950.0,tt0042332
1022,cinderella,1950.0,tt2049413
1023,winnie the pooh and the blustery day,1968.0,tt0063819
1027,robin hood: prince of thieves,1991.0,tt0102798
1028,mary poppins,1964.0,tt0058331
1029,dumbo,1941.0,tt0033563
1030,pete's dragon,1977.0,tt0076538
1031,bedknobs and broomsticks,1971.0,tt0066817
1032,alice in wonderland,1951.0,tt0043274
1034,freeway,1996.0,tt0116361
1036,die hard,1988.0,tt0095016
1038,unhook the stars,1996.0,tt0118044
1039,synthetic pleasures,1995.0,tt0114597
1041,secrets & lies,1996.0,tt0117589
1042,that thing you do!,1996.0,tt0117887
1043,to gillian on her 37th birthday,1996.0,tt0117924
1044,surviving picasso,1996.0,tt0117791
1045,love is all there is,1996.0,tt0116928
1046,beautiful thing,1996.0,tt0115640
1050,looking for richard,1996.0,tt0116913
1051,trees lounge,1996.0,tt0117958
1053,normal life,1996.0,tt0117202
1054,get on the bus,1996.0,tt0116404
1055,shadow conspiracy,1997.0,tt0120107
1056,jude,1996.0,tt0116722
1057,everyone says i love you,1996.0,tt0116242
1060,swingers,1996.0,tt0117802
1061,sleepers,1996.0,tt0117665
1063,johns,1996.0,tt0116714
1068,crossfire,1947.0,tt0039286
1069,"murder, my sweet",1944.0,tt0037101
1070,macao,1952.0,tt0044863
1077,sleeper,1973.0,tt0070707
1078,bananas,1971.0,tt0066808
1084,bonnie and clyde,1967.0,tt0061418
1086,dial m for murder,1954.0,tt0046912
1087,madame butterfly,1995.0,tt0113731
1088,dirty dancing,1987.0,tt0092890
1089,reservoir dogs,1992.0,tt0105236
1090,platoon,1986.0,tt0091763
1091,weekend at bernie's,1989.0,tt0098627
1092,basic instinct,1992.0,tt0103772
1095,glengarry glen ross,1992.0,tt0104348
1096,sophie's choice,1982.0,tt0084707
1097,e.t. the extra-terrestrial,1982.0,tt0083866
1100,days of thunder,1990.0,tt0099371
1101,top gun,1986.0,tt0092099
1102,american strays,1996.0,tt0115531
1103,rebel without a cause,1955.0,tt0048545
1107,loser,1991.0,tt0102336
1115,sleepover,1995.0,tt0114472
1124,on golden pond,1981.0,tt0082846
1126,drop dead fred,1991.0,tt0101775
1129,escape from new york,1981.0,tt0082340
1131,jean de florette,1986.0,tt0091288
1133,talking about sex,1994.0,tt0111357
1135,private benjamin,1980.0,tt0081375
1137,hustler white,1996.0,tt0116587
1138,dadetown,1995.0,tt0112777
1139,everything relative,1996.0,tt0116245
1140,entertaining angels: the dorothy day story,1996.0,tt0116212
