movie_id,title,genres,year,imdb_rating,imdb_num_votes,is_adult,runtime_minutes,budget,original_language,overview,popularity,revenue,tagline,tmdb_vote_count,tmdb_vote_avg
19,ace ventura: when nature calls,comedy,1995,6,212795,0,90,30000000,en,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",27,212385533,New animals. New adventures. Same hair.,3299,6
20,money train,action,1995,5,40656,0,110,68000000,en,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",15,77224232,"Get on, or GET OUT THE WAY!",595,5
21,get shorty,action comedy drama,1995,6,82484,0,105,30250000,en,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",16,115101622,"The mob is tough, but it’s nothing like show business.",775,6
22,copycat,crime drama thriller,1995,6,58210,0,123,20000000,en,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,11,32000000,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they’re next.",708,6
23,assassins,thriller,1995,6,81823,0,133,50000000,en,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",18,30303072,"In the shadows of life, In the business of death, One man found a reason to live...",1194,6
24,powder,drama sci-fi,1995,6,30001,0,111,0,en,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",14,0,An extraordinary encounter with another human being.,451,6
25,leaving las vegas,drama romance,1995,7,121361,0,111,3600000,en,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",21,49800000,I Love You... The Way You Are.,1050,7
26,othello,drama,1995,6,9570,0,123,0,en,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,10,0,"Envy, greed, jealousy and love.",115,6
27,now and then,drama,1995,6,29215,0,100,12000000,en,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",12,27400000,In every woman there is the girl she left behind.,342,6
28,persuasion,romance,1995,6,9,-1,104,0,en,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",10,0,,98,7
29,"city of lost children, the",adventure sci-fi,1995,7,67707,0,112,18000000,fr,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",14,1738611,Where happily ever after is just a dream.,796,7
30,shanghai triad (yao a yao yao dao waipo qiao),drama,1995,7,5586,0,108,2300000,zh,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",8,0,"In 1930, Shanghai violence was not the problem. It was the solution.",57,6
31,dangerous minds,drama,1995,6,51879,0,99,23000000,en,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",19,179519401,She broke the rules... and changed their lives.,866,6
32,twelve monkeys,drama sci-fi,1995,8,605116,0,129,29000000,en,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",26,168841459,The future is history.,6739,7
33,wings of courage,adventure romance,1995,6,681,0,50,0,fr,"In 1920's South America a small group of Americans struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.",1,0,,14,6
34,babe,children's comedy drama,1995,6,123193,0,91,30000000,en,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",27,254134910,A little pig goes a long way.,2358,6
35,carrington,drama romance,1995,6,5443,0,121,0,en,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",5,0,A Love so Unusual it has to be True,53,6
36,dead man walking,drama,1995,7,93470,0,122,11000000,en,"A justice drama based on a true story about a man on death row who, in his last days, forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality, as she accompanies him to his execution.",16,39363635,,1044,7
37,across the sea of time,documentary,1995,6,297,0,51,0,en,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",0,16015639,,3,4
38,it takes two,comedy,1995,5,22290,0,101,0,en,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",24,19474589,Two identical strangers. Two different worlds. One perfect match.,724,6
39,clueless,comedy romance,1995,6,205882,0,97,12000000,en,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",38,56631572,Sex. Clothes. Popularity. Is there a problem here?,3407,7
40,"cry, the beloved country",drama,1995,6,1836,0,106,0,en,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,3,676525,,20,6
41,richard iii,drama war,1995,7,14569,0,110,0,en,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",10,2748518,"I can smile, and murder while I smile",135,6
42,dead presidents,action crime drama,1995,6,21858,0,119,10000000,en,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,10,24147179,"In this daring heist, the only color that counts is green",209,6
43,restoration,drama,1995,6,9404,0,117,19000000,en,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",8,0,"An ordinary man, an irresistible offer. In a world of seduction and power, temptation has its price.",86,6
44,mortal kombat,action adventure,1995,5,116432,0,101,18000000,en,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",31,122195920,Nothing In This World Has Prepared You For This.,1743,5
45,to die for,comedy drama,1995,6,47274,0,106,20000000,en,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",14,21284514,All she wanted was a little attention,589,6
46,how to make an american quilt,drama romance,1995,6,11539,0,117,10000000,en,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",11,41200020,There's beauty in the patterns of life.,140,6
47,seven (se7en),crime thriller,1995,8,1566459,0,127,33000000,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",50,327311859,Seven deadly sins. Seven ways to die.,16725,8
48,pocahontas,animation children's musical romance,1995,6,181654,0,81,55000000,en,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",52,346079773,An American legend comes to life.,4764,7
49,when night is falling,drama romance,1995,6,7008,0,94,0,en,"A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival.",10,0,,52,6
50,"usual suspects, the",crime thriller,1995,8,1052570,0,106,6000000,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",32,23341568,Five Criminals. One Line Up. No Coincidence.,8411,8
51,guardian angel,action drama thriller,1994,6,9,-1,104,0,en,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",3,0,She's no angel of mercy.,6,5
52,mighty aphrodite,comedy,1995,7,39949,0,95,15000000,en,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",11,6700000,"Of all human weaknesses, obsession is the most dangerous, and the silliest!",505,6
53,lamerica,drama,1994,7,2233,0,116,0,it,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",4,0,,44,7
54,"big green, the",children's comedy,1995,5,10029,0,100,0,en,"No-budget, silent, Super 8 horror-comedy filmed some time in the early '80s about a suburban cannibal who lives in the titular Big Green House on the Corner.",0,0,,0,0
55,georgia,drama,1995,6,3050,0,115,0,en,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",5,0,The toughest act to follow was their dreams.,29,5
56,kids of the round table,adventure children's fantasy,1995,5,339,0,89,0,en,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",1,0,,3,3
57,home for the holidays,drama,1995,6,13129,0,103,0,en,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",11,17519169,We'll do it every year... until we get it right.,134,6
58,"postino, il (the postman)",drama romance,1994,7,35856,0,108,0,it,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,15,0,Dreams do come true.,900,8
59,"confessional, the (le confessionnal)",drama mystery,1995,7,1588,0,100,0,fr,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",2,0,,15,6
60,"indian in the cupboard, the",adventure children's fantasy,1995,6,28394,0,96,45000000,en,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,38,0,,473,6
61,eye for an eye,drama thriller,1996,6,16120,0,101,20000000,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",12,26877589,What do you do when justice fails?,252,6
62,mr. holland's opus,drama,1995,7,38440,0,143,31000000,en,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",12,106269971,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",307,7
63,don't be a menace to south central while drinking your juice in the hood,comedy,1996,6,54151,0,89,3800000,en,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",57,20109115,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",898,6
64,two if by sea,comedy romance,1996,5,5805,0,96,0,en,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",6,10658278,"A new comedy about love, laughter, and larceny",68,4
65,bio-dome,comedy,1996,4,27439,0,88,8500000,en,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",11,13400000,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,275,4
66,lawnmower man 2: beyond cyberspace,sci-fi thriller,1996,2,9549,0,93,15000000,en,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",8,2409225,"God made him simple. Science made him a god. Now, he wants revenge.",106,2
67,two bits,drama,1995,6,3435,0,85,0,en,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",5,0,You're never too old to believe in a dream. Or too young to make one come true!,43,6
68,french twist (gazon maudit),comedy romance,1995,6,4929,0,104,0,fr,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",8,0,A scorned wife. An outrageous affair. The perfect revenge.,244,6
69,friday,comedy,1995,7,109527,0,91,3500000,en,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",34,28215918,A lot can go down between thursday and saturday...,1335,7
70,from dusk till dawn,action comedy crime horror thriller,1996,7,305178,0,108,19000000,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",33,25836616,One night is all that stands between them and freedom. But it's going to be a hell of a night.,4736,7
71,fair game,action,1995,4,12855,0,91,50000000,en,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",16,11534477,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,224,4
72,kicking and screaming,comedy drama,1995,6,13336,0,96,0,en,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",8,718490,Anxiety loves company,137,6
73,"misérables, les",drama musical,1995,7,1727,0,150,0,fr,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",5,0,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",50,7
74,bed of roses,drama romance,1996,6,8279,0,87,0,en,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",8,19030691,He gave her flowers. She gave him a chance.,91,6
75,big bully,comedy drama,1996,4,5067,0,90,15000000,en,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",9,2042530,A comedy for the kid in all of us.,55,4
76,screamers,sci-fi thriller,1995,6,26786,0,108,20000000,en,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",8,5781885,The last scream you hear will be your own.,391,6
77,nico icon,documentary,1995,7,714,0,70,0,en,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",1,0,,7,7
78,"crossing guard, the",drama,1995,6,13439,0,111,0,en,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",8,0,"...some lives cross, others collide.",195,6
79,"juror, the",drama thriller,1996,5,18523,0,118,44000000,en,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",8,22754725,There is no defense.,280,5
80,"white balloon, the (badkonake sefid )",drama,1995,7,7316,0,85,0,fa,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,4,0,,59,7
81,things to do in denver when you're dead,crime drama romance,1995,6,27459,0,115,8000000,en,Five different criminals face imminent death after botching a job quite badly.,8,529766,Protect. Love. Honor. Avenge.,288,6
82,antonia's line (antonia),drama,1995,7,8709,0,102,900000,nl,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",7,0,A motion picture that celebrates everything you love about life.,83,6
83,once upon a time... when we were colored,drama,1995,7,535,0,115,0,en,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",1,0,,3,5
